,summary,Verkehrswende,Klimawandel,Landwirtschaft,Waermewende,Energiewende,Gesundheit,Wasserversorgung,Industrie,Klimaextreme,Urbane_Hitzeinsel,Geo_Engineering,Tipping_Points,Oekologie,word
gut heiß+t,2.7464301747811612,-0.09048552129385626,0.0367168385182524,0.07674484022802461,0.10184091574744611,0.0,0.048006435603570076,0.07653267215217582,0.028292977635700097,0.07674484022802461,0.09500327120974653,0.0682924520955398,0.0,0.07674484022802461,gut heiß+t
Verkehrsministerium,2.761593939084106,-0.08233811487075215,0.031210761457117278,0.07123876316688951,0.09633483868631106,0.0,0.04250035854243495,0.0710265950910407,0.022786900574564905,0.07123876316688951,0.08949719414861108,0.06278637503440486,0.0,0.07123876316688951,Verkehrsministerium
heiß+t verkehr+s+ministerium,2.761593939084106,-0.08233811487075215,0.031210761457117278,0.07123876316688951,0.09633483868631106,0.0,0.04250035854243495,0.0710265950910407,0.022786900574564905,0.07123876316688951,0.08949719414861108,0.06278637503440486,0.0,0.07123876316688951,heiß+t verkehr+s+ministerium
Presse,3.206687815044128,0.10330253287390799,-0.11821978246590621,-0.07819178075613424,-0.053095705236712455,0.0,-0.10693018538058854,-0.07840394883198289,-0.12664364334845854,-0.07819178075613424,-0.05993334977441246,-0.08664416888861891,0.0,-0.07819178075613424,Presse
der presse,3.206687815044128,0.10330253287390799,-0.11821978246590621,-0.07819178075613424,-0.053095705236712455,0.0,-0.10693018538058854,-0.07840394883198289,-0.12664364334845854,-0.07819178075613424,-0.05993334977441246,-0.08664416888861891,0.0,-0.07819178075613424,der presse
Google,3.183719594521804,0.0956898467047882,-0.11103140840687664,-0.07100340669710452,-0.045907331177682954,0.0,-0.0997418113215589,-0.07121557477295332,-0.11945526928942893,-0.07100340669710452,-0.05274497571538268,-0.07945579482958916,0.0,-0.07100340669710452,Google
presse googel+e,3.183719594521804,0.0956898467047882,-0.11103140840687664,-0.07100340669710452,-0.045907331177682954,0.0,-0.0997418113215589,-0.07121557477295332,-0.11945526928942893,-0.07100340669710452,-0.05274497571538268,-0.07945579482958916,0.0,-0.07100340669710452,presse googel+e
bevorzugte,3.1724302050497046,0.0918859781708981,-0.10747913173011196,-0.06745113002033988,-0.04235505450091826,0.0,-0.09618953464479443,-0.06766329809618872,-0.11590299261266422,-0.06745113002033988,-0.04919269903861805,-0.07590351815282456,0.0,-0.06745113002033988,bevorzugte
googel+e bevorzugt+e,3.1724302050497046,0.0918859781708981,-0.10747913173011196,-0.06745113002033988,-0.04235505450091826,0.0,-0.09618953464479443,-0.06766329809618872,-0.11590299261266422,-0.06745113002033988,-0.04919269903861805,-0.07590351815282456,0.0,-0.06745113002033988,googel+e bevorzugt+e
Nachrichtenquelle,3.1707573588563696,0.0913187833235435,-0.10695168516944709,-0.0669236834596751,-0.041827607940253496,0.0,-0.09566208808412946,-0.0671358515355239,-0.11537554605199937,-0.0669236834596751,-0.048665252477953246,-0.07537607159215974,0.0,-0.0669236834596751,Nachrichtenquelle
bevorzugt+e nachricht+en+quelle,3.1707573588563696,0.0913187833235435,-0.10695168516944709,-0.0669236834596751,-0.041827607940253496,0.0,-0.09566208808412946,-0.0671358515355239,-0.11537554605199937,-0.0669236834596751,-0.048665252477953246,-0.07537607159215974,0.0,-0.0669236834596751,bevorzugt+e nachricht+en+quelle
hinzufügen,3.188684096540576,0.09734952965190916,-0.11258953412013546,-0.07256153241036342,-0.04746545689094165,0.0,-0.10129993703481789,-0.07277370048621207,-0.12101339500268771,-0.07256153241036342,-0.05430310142864158,-0.08101392054284802,0.0,-0.07256153241036342,hinzufügen
nachricht+en+quelle hin+zu+füg+en,3.188684096540576,0.09734952965190916,-0.11258953412013546,-0.07256153241036342,-0.04746545689094165,0.0,-0.10129993703481789,-0.07277370048621207,-0.12101339500268771,-0.07256153241036342,-0.05430310142864158,-0.08101392054284802,0.0,-0.07256153241036342,nachricht+en+quelle hin+zu+füg+en
Während,2.952007273012339,0.00823049864268035,-0.035466581842800694,0.004561419866971522,0.0296574953863931,0.0,-0.02417698475748312,0.004349251791122706,-0.043890442725352995,0.004561419866971522,0.022819850848693306,-0.00389096826551318,0.0,0.004561419866971522,Während
während deutsch+e,3.0516418089169592,0.048413591471786456,-0.06866095514452379,-0.028632953434751696,-0.0035368779153300894,0.0,-0.057371358059206234,-0.02884512151060037,-0.07708481602707604,-0.028632953434751696,-0.010374522453029795,-0.03708534156723637,0.0,-0.028632953434751696,während deutsch+e
deutsch+e bund+es+land+er,3.1565576413238325,0.0864668967436162,-0.10246329116007484,-0.062435289450302786,-0.037339213930880986,0.0,-0.09117369407475727,-0.06264745752615133,-0.11088715204262715,-0.062435289450302786,-0.04417685846858087,-0.07088767758278744,0.0,-0.062435289450302786,deutsch+e bund+es+land+er
bund+es+land+er lkw+-+fahr+verbot+e,3.5463312426135243,0.19922945505513595,-0.2188948276719115,-0.1788668259621394,-0.15377075044271787,0.0,-0.20760523058659383,-0.17907899403798816,-0.2273186885544638,-0.1788668259621394,-0.1606083949804177,-0.18731921409462407,0.0,-0.1788668259621394,bund+es+land+er lkw+-+fahr+verbot+e
erster,3.1893033300011373,0.09755599047806167,-0.1127837124466497,-0.07275571073687752,-0.04765963521745591,0.0,-0.101494115361332,-0.07296787881272634,-0.12120757332920197,-0.07275571073687752,-0.05449727975515568,-0.08120809886936213,0.0,-0.07275571073687752,erster
lkw+-+fahr+verbot+e erst+er,3.1893033300011373,0.09755599047806167,-0.1127837124466497,-0.07275571073687752,-0.04765963521745591,0.0,-0.101494115361332,-0.07296787881272634,-0.12120757332920197,-0.07275571073687752,-0.05449727975515568,-0.08120809886936213,0.0,-0.07275571073687752,lkw+-+fahr+verbot+e erst+er
Linie,3.0916281485205817,0.06339393758934925,-0.08167907239827885,-0.04165107068850673,-0.0165549951690851,0.0,-0.0703894753129612,-0.04186323876435538,-0.09010293328083113,-0.04165107068850673,-0.023392639706784905,-0.05010345882099146,0.0,-0.04165107068850673,Linie
erst+er linie,3.0916281485205817,0.06339393758934925,-0.08167907239827885,-0.04165107068850673,-0.0165549951690851,0.0,-0.0703894753129612,-0.04186323876435538,-0.09010293328083113,-0.04165107068850673,-0.023392639706784905,-0.05010345882099146,0.0,-0.04165107068850673,erst+er linie
linie wegen,3.03447407156989,0.04178957085877223,-0.06301933305957234,-0.022991331349800366,0.0021047441696212844,0.0,-0.051729735974254815,-0.023203499425649095,-0.07144319394212474,-0.022991331349800366,-0.004732900368078492,-0.03144371948228498,0.0,-0.022991331349800366,linie wegen
dürrebedingt,2.9912387515719354,0.024566782468333444,-0.04866881113943462,-0.00864080942966253,0.016455266089759193,0.0,-0.03737921405411711,-0.008852977505511197,-0.05709267202198683,-0.00864080942966253,0.00961762155205926,-0.017093197562147087,0.0,-0.00864080942966253,dürrebedingt
wegen dürre+beding+t,2.9912387515719354,0.024566782468333444,-0.04866881113943462,-0.00864080942966253,0.016455266089759193,0.0,-0.03737921405411711,-0.008852977505511197,-0.05709267202198683,-0.00864080942966253,0.00961762155205926,-0.017093197562147087,0.0,-0.00864080942966253,wegen dürre+beding+t
mangelnder,2.9249315529720032,-0.0034624165086561192,-0.026252291066729324,0.013775710643042725,0.03887178616246428,0.0,-0.014962693981411621,0.013563542567194203,-0.03467615194928158,0.013775710643042725,0.032034141624764645,0.005323322510558077,0.0,0.013775710643042725,mangelnder
dürre+beding+t mangel+nd+er,2.9249315529720032,-0.0034624165086561192,-0.026252291066729324,0.013775710643042725,0.03887178616246428,0.0,-0.014962693981411621,0.013563542567194203,-0.03467615194928158,0.013775710643042725,0.032034141624764645,0.005323322510558077,0.0,0.013775710643042725,dürre+beding+t mangel+nd+er
Transportkapazitäten,2.8857817679203723,-0.021012249420777115,-0.012777051351366163,0.027250950358405742,0.052347025877827594,0.0,-0.001487454266048605,0.027038782282557267,-0.021200912233918536,0.027250950358405742,0.0455093813401276,0.018798562225921234,0.0,0.027250950358405742,Transportkapazitäten
mangel+nd+er transport+kapazität+en,2.8857817679203723,-0.021012249420777115,-0.012777051351366163,0.027250950358405742,0.052347025877827594,0.0,-0.001487454266048605,0.027038782282557267,-0.021200912233918536,0.027250950358405742,0.0455093813401276,0.018798562225921234,0.0,0.027250950358405742,mangel+nd+er transport+kapazität+en
Wa…,2.8187461769089177,-0.05297524274543511,0.010726620689283756,0.050754622399055815,0.07585069791847734,0.0,0.02201621777460134,0.05054245432320713,0.0023027598067314496,0.050754622399055815,0.06901305338077772,0.04230223426657115,0.0,0.050754622399055815,Wa…
transport+kapazität+en wa…,2.8187461769089177,-0.05297524274543511,0.010726620689283756,0.050754622399055815,0.07585069791847734,0.0,0.02201621777460134,0.05054245432320713,0.0023027598067314496,0.050754622399055815,0.06901305338077772,0.04230223426657115,0.0,0.050754622399055815,transport+kapazität+en wa…
+2421,2.8103444522212735,-0.057163976894505315,0.013711731955060221,0.05373973366483214,0.0788358091842539,0.0,0.025001329040377766,0.053527565588983465,0.005287871072507719,0.05373973366483214,0.07199816464655408,0.04528734553234756,0.0,0.05373973366483214,+2421
wa… +2421,2.8103444522212735,-0.057163976894505315,0.013711731955060221,0.05373973366483214,0.0788358091842539,0.0,0.025001329040377766,0.053527565588983465,0.005287871072507719,0.05373973366483214,0.07199816464655408,0.04528734553234756,0.0,0.05373973366483214,wa… +2421
+2421 chars,2.8010796715762183,-0.061832755806022724,0.017013848800707543,0.05704185051047969,0.08213792602990139,0.0,0.028303445886025146,0.056829682434631046,0.008589987918155382,0.05704185051047969,0.07530028149220148,0.04858946237799503,0.0,0.05704185051047969,+2421 chars
Fahrverbote,12.59684175085113,0.6819464159839032,-1.4864273391939817,-1.4463993374842095,-1.4213032619647876,0.0,-1.4751377421086638,-1.4466115055600581,-1.4948512000765337,-1.4463993374842095,-1.4281409065024877,-1.4548517256166942,0.0,-1.4463993374842095,Fahrverbote
neu+e fahr+verbot+e,5.293512408938467,0.45001848805323535,-0.6194632083326794,-0.5794352066229074,-0.5543391311034859,0.0,-0.6081736112473619,-0.579647374698756,-0.6278870692152319,-0.5794352066229074,-0.5611767756411856,-0.5878875947553921,0.0,-0.5794352066229074,neu+e fahr+verbot+e
fahr+verbot+e million+en,6.736891209875104,0.5421058663937837,-0.8605797850424903,-0.8205517833327183,-0.7954557078132966,0.0,-0.8492901879571726,-0.8207639514085668,-0.8690036459250426,-0.8205517833327183,-0.8022933523509964,-0.8290041714652029,0.0,-0.8205517833327183,fahr+verbot+e million+en
million+en diesel,6.195417813223951,0.5135020753841468,-0.7767911677766146,-0.7367631660668427,-0.711667090547421,0.0,-0.7655015706912972,-0.7369753341426913,-0.7852150286591669,-0.7367631660668427,-0.7185047350851208,-0.7452155541993273,0.0,-0.7367631660668427,million+en diesel
geben,6.94889567707048,0.5519012418874514,-0.8915639629159913,-0.8515359612062193,-0.8264398856867976,0.0,-0.8802743658306736,-0.8517481292820679,-0.8999878237985436,-0.8515359612062193,-0.8332775302244974,-0.8599883493387038,0.0,-0.8515359612062193,geben
diesel geb+en,6.94889567707048,0.5519012418874514,-0.8915639629159913,-0.8515359612062193,-0.8264398856867976,0.0,-0.8802743658306736,-0.8517481292820679,-0.8999878237985436,-0.8515359612062193,-0.8332775302244974,-0.8599883493387038,0.0,-0.8515359612062193,diesel geb+en
Diesel-Fahrverbote,8.822793588188212,0.6156161614716493,-1.1303197645739949,-1.0902917628642226,-1.065195687344801,0.0,-1.1190301674886771,-1.0905039309400715,-1.138743625456547,-1.0902917628642226,-1.0720333318825008,-1.0987441509967073,0.0,-1.0902917628642226,Diesel-Fahrverbote
geb+en diesel+-+fahr+verbot+e,8.088071037415826,0.5946034440667477,-1.0433714760929238,-1.0033434743831515,-0.9782473988637302,0.0,-1.032081879007606,-1.0035556424590004,-1.051795336975476,-1.0033434743831515,-0.9850850434014299,-1.0117958625156365,0.0,-1.0033434743831515,geb+en diesel+-+fahr+verbot+e
diesel+-+fahr+verbot+e million+en,6.736891209875104,0.5421058663937837,-0.8605797850424903,-0.8205517833327183,-0.7954557078132966,0.0,-0.8492901879571726,-0.8207639514085668,-0.8690036459250426,-0.8205517833327183,-0.8022933523509964,-0.8290041714652029,0.0,-0.8205517833327183,diesel+-+fahr+verbot+e million+en
Euro,10.61580620620459,0.6535490785298717,-1.3153252533343314,-1.2752972516245593,-1.2502011761051377,0.0,-1.3040356562490136,-1.275509419700408,-1.3237491142168836,-1.2752972516245593,-1.2570388206428376,-1.283749639757044,0.0,-1.2752972516245593,Euro
million+en euro,6.010212761221007,0.502314859023449,-0.7464413604720496,-0.7064133587622773,-0.6813172832428557,0.0,-0.7351517633867317,-0.7066255268381261,-0.7548652213546018,-0.7064133587622773,-0.6881549277805553,-0.714865746894762,0.0,-0.7064133587622773,million+en euro
euro euro,6.010212761221007,0.502314859023449,-0.7464413604720496,-0.7064133587622773,-0.6813172832428557,0.0,-0.7351517633867317,-0.7066255268381261,-0.7548652213546018,-0.7064133587622773,-0.6881549277805553,-0.714865746894762,0.0,-0.7064133587622773,euro euro
6-Autos,5.348332880663657,0.4546226803033984,-0.6297661126062276,-0.5897381108964556,-0.5646420353770342,0.0,-0.6184765155209102,-0.5899502789723045,-0.6381899734887801,-0.5897381108964556,-0.5714796799147339,-0.5981904990289403,0.0,-0.5897381108964556,6-Autos
euro 6-auto+s,5.348332880663657,0.4546226803033984,-0.6297661126062276,-0.5897381108964556,-0.5646420353770342,0.0,-0.6184765155209102,-0.5899502789723045,-0.6381899734887801,-0.5897381108964556,-0.5714796799147339,-0.5981904990289403,0.0,-0.5897381108964556,euro 6-auto+s
drohen,5.146904634679551,0.43711105263547834,-0.5913767035178541,-0.5513487018080822,-0.5262526262886605,0.0,-0.5800871064325365,-0.5515608698839308,-0.5998005644004063,-0.5513487018080822,-0.5330902708263603,-0.5598010899405668,0.0,-0.5513487018080822,drohen
6-auto+s droh+en,5.146904634679551,0.43711105263547834,-0.5913767035178541,-0.5513487018080822,-0.5262526262886605,0.0,-0.5800871064325365,-0.5515608698839308,-0.5998005644004063,-0.5513487018080822,-0.5330902708263603,-0.5598010899405668,0.0,-0.5513487018080822,6-auto+s droh+en
2030,4.930699838664443,0.41632871024667295,-0.5484621444343182,-0.508434142724546,-0.48333806720512434,0.0,-0.5371725473490004,-0.5086463108003947,-0.5568860053168705,-0.508434142724546,-0.4901757117428242,-0.5168865308570307,0.0,-0.508434142724546,2030
droh+en 2030,4.930699838664443,0.41632871024667295,-0.5484621444343182,-0.508434142724546,-0.48333806720512434,0.0,-0.5371725473490004,-0.5086463108003947,-0.5568860053168705,-0.508434142724546,-0.4901757117428242,-0.5168865308570307,0.0,-0.508434142724546,droh+en 2030
Warum,6.3216940021975105,0.5206876051036186,-0.7969684219153458,-0.7569404202055736,-0.731844344686152,0.0,-0.7856788248300282,-0.7571525882814225,-0.8053922827978981,-0.7569404202055736,-0.7386819892238519,-0.7653928083380583,0.0,-0.7569404202055736,Warum
erklärt,5.736453457417635,0.484192023868401,-0.6998223661631605,-0.6597943644533885,-0.6346982889339668,0.0,-0.6885327690778429,-0.660006532529237,-0.7082462270457127,-0.6597943644533885,-0.6415359334716666,-0.6682467525858731,0.0,-0.6597943644533885,erklärt
warum erklär+t,4.734438447647451,0.39538750250146415,-0.5078443348932303,-0.46781633318345817,-0.4427202576640366,0.0,-0.49655473780791265,-0.4680285012593069,-0.5162681957757826,-0.46781633318345817,-0.4495579022017364,-0.4762687213159429,0.0,-0.46781633318345817,warum erklär+t
Abgas-Experte,4.635610359304138,0.3839882304656846,-0.486749086553433,-0.446721084843661,-0.4216250093242393,0.0,-0.47545948946811534,-0.4469332529195095,-0.4951729474359853,-0.446721084843661,-0.42846265386193916,-0.4551734729761455,0.0,-0.446721084843661,Abgas-Experte
erklär+t abgas+-+experte,4.635610359304138,0.3839882304656846,-0.486749086553433,-0.446721084843661,-0.4216250093242393,0.0,-0.47545948946811534,-0.4469332529195095,-0.4951729474359853,-0.446721084843661,-0.42846265386193916,-0.4551734729761455,0.0,-0.446721084843661,erklär+t abgas+-+experte
